bien,1,0.0,0.0,0.16417910447761194,-0.208955223880597,0.1865671641791045,-0.4253731343283582,0.11940298507462686,-0.5970149253731343,0.05223880597014925,-0.7313432835820896,-0.06716417910447761,-0.5373134328358209,-0.20149253731343283,-0.753731343283582,-0.291044776119403,-0.8731343283582089,-0.3656716417910448,-0.9701492537313433,-0.208955223880597,-0.47761194029850745,-0.34328358208955223,-0.7388059701492538,-0.44029850746268656,-0.8880597014925373,-0.5223880597014925,-1.0,-0.3208955223880597,-0.39552238805970147,-0.44776119402985076,-0.6343283582089553,-0.5223880597014925,-0.7761194029850746,-0.582089552238806,-0.8880597014925373,-0.41044776119402987,-0.29850746268656714,-0.5,-0.5,-0.5597014925373134,-0.6119402985074627,-0.6044776119402985,-0.7164179104477612
bien,2,0.0,0.0,0.225,-0.2625,0.2875,-0.4625,0.3125,-0.6,0.3375,-0.6625,-0.0125,-0.325,-0.2,-0.475,-0.35,-0.55,-0.5125,-0.5875,-0.225,-0.1875,-0.4625,-0.3625,-0.6,-0.4625,-0.75,-0.55,-0.425,-0.1,-0.65,-0.275,-0.7875,-0.3875,-0.9125,-0.475,-0.5625,-0.05,-0.775,-0.2125,-0.8875,-0.325,-1.0,-0.4125
buenasnoches,1,0.0,0.0,0.0,-0.24806201550387597,-0.12403100775193798,-0.4108527131782946,-0.27906976744186046,-0.4806201550387597,-0.40310077519379844,-0.5348837209302325,-0.3798449612403101,-0.3643410852713178,-0.6201550387596899,-0.4186046511627907,-0.7674418604651163,-0.4418604651162791,-0.875968992248062,-0.4496124031007752,-0.4496124031007752,-0.24031007751937986,-0.7131782945736435,-0.3178294573643411,-0.8837209302325582,-0.35658914728682173,-1.0,-0.3798449612403101,-0.4806201550387597,-0.11627906976744186,-0.7286821705426356,-0.18604651162790697,-0.8837209302325582,-0.23255813953488372,-0.9922480620155039,-0.26356589147286824,-0.4806201550387597,0.023255813953488372,-0.689922480620155,-0.046511627906976744,-0.8062015503875969,-0.09302325581395349,-0.9069767441860465,-0.13953488372093023
buenasnoches,2,0.0,0.0,-0.008695652173913044,-0.2782608695652174,-0.13043478260869565,-0.5217391304347826,-0.30434782608695654,-0.6434782608695652,-0.46956521739130436,-0.7130434782608696,-0.26956521739130435,-0.43478260869565216,-0.5304347826086957,-0.5391304347826087,-0.6956521739130435,-0.5826086956521739,-0.8434782608695652,-0.6086956521739131,-0.34782608695652173,-0.2608695652173913,-0.6347826086956522,-0.3826086956521739,-0.8260869565217391,-0.4434782608695652,-0.991304347826087,-0.4956521739130435,-0.4,-0.09565217391304348,-0.6782608695652174,-0.2,-0.8521739130434782,-0.2782608695652174,-1.0,-0.3391304347826087,-0.4434782608695652,0.06956521739130435,-0.6695652173913044,-0.034782608695652174,-0.808695652173913,-0.10434782608695652,-0.9217391304347826,-0.16521739130434782
buenasnoches,3,0.0,0.0,0.047619047619047616,-0.2761904761904762,-0.0380952380952381,-0.5428571428571428,-0.10476190476190476,-0.7523809523809524,-0.047619047619047616,-0.9047619047619048,-0.2761904761904762,-0.6761904761904762,-0.638095238095238,-0.7428571428571429,-0.8476190476190476,-0.7333333333333333,-1.0,-0.6952380952380952,-0.3619047619047619,-0.580952380952381,-0.6761904761904762,-0.45714285714285713,-0.6857142857142857,-0.34285714285714286,-0.6571428571428571,-0.2857142857142857,-0.4380952380952381,-0.4380952380952381,-0.6761904761904762,-0.2857142857142857,-0.6190476190476191,-0.18095238095238095,-0.5333333333333333,-0.14285714285714285,-0.5142857142857142,-0.2761904761904762,-0.6761904761904762,-0.1523809523809524,-0.6285714285714286,-0.05714285714285714,-0.5619047619047619,-0.01904761904761905
buenasnoches,4,0.0,0.0,0.037383177570093455,-0.2803738317757009,-0.056074766355140186,-0.5607476635514018,-0.1308411214953271,-0.7757009345794392,-0.08411214953271028,-0.9345794392523364,-0.34579439252336447,-0.5420560747663551,-0.6542056074766355,-0.5794392523364486,-0.8504672897196262,-0.5887850467289719,-1.0,-0.5981308411214953,-0.45794392523364486,-0.38317757009345793,-0.6635514018691588,-0.3925233644859813,-0.5700934579439252,-0.3364485981308411,-0.45794392523364486,-0.308411214953271,-0.5233644859813084,-0.21495327102803738,-0.6822429906542056,-0.2336448598130841,-0.6074766355140186,-0.18691588785046728,-0.514018691588785,-0.14953271028037382,-0.5794392523364486,-0.04672897196261682,-0.7009345794392523,-0.09345794392523364,-0.616822429906542,-0.056074766355140186,-0.5233644859813084,-0.028037383177570093
denada,1,0.0,0.0,-0.14893617021276595,-0.32978723404255317,-0.3191489361702128,-0.6276595744680851,-0.46808510638297873,-0.8191489361702128,-0.5106382978723404,-1.0,-0.24468085106382978,-0.8191489361702128,-0.5638297872340425,-0.851063829787234,-0.5106382978723404,-0.7340425531914894,-0.40425531914893614,-0.6914893617021277,-0.20212765957446807,-0.7021276595744681,-0.5531914893617021,-0.7127659574468085,-0.5106382978723404,-0.5531914893617021,-0.40425531914893614,-0.4787234042553192,-0.1595744680851064,-0.5531914893617021,-0.4787234042553192,-0.5638297872340425,-0.43617021276595747,-0.4148936170212766,-0.32978723404255317,-0.32978723404255317,-0.10638297872340426,-0.3829787234042553,-0.35106382978723405,-0.425531914893617,-0.3404255319148936,-0.32978723404255317,-0.2765957446808511,-0.26595744680851063
denada,2,0.0,0.0,-0.1619047619047619,-0.2571428571428571,-0.26666666666666666,-0.5238095238095238,-0.3142857142857143,-0.7619047619047619,-0.26666666666666666,-1.0,0.01904761904761905,-0.3904761904761905,-0.4,-0.2857142857142857,-0.4095238095238095,-0.23809523809523808,-0.2857142857142857,-0.26666666666666666,0.09523809523809523,-0.17142857142857143,-0.4095238095238095,-0.0761904761904762,-0.3619047619047619,-0.06666666666666667,-0.21904761904761905,-0.09523809523809523,0.11428571428571428,0.02857142857142857,-0.3523809523809524,0.08571428571428572,-0.29523809523809524,0.10476190476190476,-0.17142857142857143,0.10476190476190476,0.11428571428571428,0.19047619047619047,-0.22857142857142856,0.23809523809523808,-0.2,0.23809523809523808,-0.09523809523809523,0.24761904761904763
hola,1,0.0,0.0,-0.1732283464566929,-0.015748031496062992,-0.31496062992125984,-0.1732283464566929,-0.3937007874015748,-0.2992125984251969,-0.47244094488188976,-0.3937007874015748,-0.36220472440944884,-0.44881889763779526,-0.4566929133858268,-0.6535433070866141,-0.5039370078740157,-0.7874015748031497,-0.5433070866141733,-0.905511811023622,-0.30708661417322836,-0.4881889763779528,-0.41732283464566927,-0.7086614173228346,-0.48031496062992124,-0.8582677165354331,-0.5196850393700787,-1.0,-0.2283464566929134,-0.5039370078740157,-0.33070866141732286,-0.7244094488188977,-0.3937007874015748,-0.8582677165354331,-0.4330708661417323,-0.984251968503937,-0.12598425196850394,-0.49606299212598426,-0.2125984251968504,-0.6771653543307087,-0.2677165354330709,-0.7874015748031497,-0.3228346456692913,-0.8740157480314961
hola,2,0.0,0.0,-0.17333333333333334,-0.04666666666666667,-0.29333333333333333,-0.22666666666666666,-0.3466666666666667,-0.37333333333333335,-0.4,-0.48,-0.2866666666666667,-0.4666666666666667,-0.34,-0.68,-0.36666666666666664,-0.8066666666666666,-0.38,-0.9266666666666666,-0.22666666666666666,-0.5,-0.2866666666666667,-0.72,-0.32,-0.8666666666666667,-0.34,-1.0,-0.14,-0.49333333333333335,-0.19333333333333333,-0.7133333333333334,-0.22666666666666666,-0.8466666666666667,-0.24,-0.96,-0.04,-0.4533333333333333,-0.08666666666666667,-0.6266666666666667,-0.11333333333333333,-0.7333333333333333,-0.13333333333333333,-0.8266666666666667
j,1,0.0,0.0,-0.21238938053097345,-0.08849557522123894,-0.3893805309734513,-0.25663716814159293,-0.39823008849557523,-0.415929203539823,-0.23008849557522124,-0.45132743362831856,-0.336283185840708,-0.6548672566371682,-0.40707964601769914,-0.7876106194690266,-0.37168141592920356,-0.5486725663716814,-0.3185840707964602,-0.4778761061946903,-0.1592920353982301,-0.6548672566371682,-0.21238938053097345,-0.7964601769911505,-0.21238938053097345,-0.5486725663716814,-0.19469026548672566,-0.4778761061946903,0.0,-0.6017699115044248,-0.05309734513274336,-0.7168141592920354,-0.08849557522123894,-0.4690265486725664,-0.09734513274336283,-0.35398230088495575,0.1504424778761062,-0.5398230088495575,0.1592920353982301,-0.7345132743362832,0.1592920353982301,-0.8584070796460177,0.1592920353982301,-1.0
j,2,0.0,0.0,0.2318840579710145,-0.3188405797101449,0.2898550724637681,-0.6811594202898551,0.08695652173913043,-0.9565217391304348,-0.13043478260869565,-1.0,0.4782608695652174,-0.2318840579710145,0.2318840579710145,-0.7246376811594203,0.028985507246376812,-0.8985507246376812,-0.08695652173913043,-0.9130434782608695,0.17391304347826086,-0.028985507246376812,-0.11594202898550725,-0.5652173913043478,-0.2318840579710145,-0.7681159420289855,-0.2463768115942029,-0.7681159420289855,-0.13043478260869565,0.07246376811594203,-0.391304347826087,-0.463768115942029,-0.42028985507246375,-0.6666666666666666,-0.36231884057971014,-0.6811594202898551,-0.4057971014492754,0.10144927536231885,-0.5652173913043478,-0.2463768115942029,-0.5942028985507246,-0.4492753623188406,-0.5652173913043478,-0.5362318840579711
k,1,0.0,0.0,-0.25,-0.125,-0.2857142857142857,-0.17857142857142858,-0.17857142857142858,0.10714285714285714,0.0,0.42857142857142855,0.19642857142857142,-0.2857142857142857,0.0,0.05357142857142857,-0.03571428571428571,0.23214285714285715,0.017857142857142856,0.35714285714285715,0.5535714285714286,-0.14285714285714285,0.17857142857142858,0.6071428571428571,0.07142857142857142,0.875,0.10714285714285714,1.0,0.7678571428571429,0.05357142857142857,0.44642857142857145,0.6428571428571429,0.375,0.6071428571428571,0.42857142857142855,0.48214285714285715,0.875,0.23214285714285715,0.6964285714285714,0.6428571428571429,0.625,0.625,0.625,0.5178571428571429
